995	1	108	192
564	156	208	171
164	159	204	141
520	82	109	74
3364	150	168	113
989	135	180	110
563	135	195	158
3846	23	197	226
3845	0	181	217
562	89	155	109
988	119	167	93
3363	114	141	96
3362	86	107	68
987	94	140	80
505	65	130	83
3844	0	141	188
3761	175	217	228
561	55	117	87
986	58	116	59
165	218	216	120
3819	197	194	79
772	208	228	175
3817	146	188	166
519	145	192	215
518	100	161	185
3816	113	167	141
3348	182	199	127
166	191	187	32
581	132	150	48
3347	127	162	92
163	86	149	113
3760	82	141	174
517	67	120	164
3815	83	138	109
3346	107	142	77
580	104	119	45
734	188	179	91
3345	72	109	58
504	171	208	190
3842	44	95	135
747	199	232	232
3813	157	196	178
895	60	98	58
733	172	162	62
732	132	126	42
704	147	189	87
503	130	177	154
3766	137	196	209
807	96	165	182
502	104	152	126
703	129	184	94
731	134	128	44
730	115	112	43
702	89	160	82
501	74	120	98
806	78	137	166
3765	48	116	146
500	46	76	59
701	61	140	75
3013	177	178	123
3012	149	146	83
700	46	130	72
928	191	208	201
3811	172	217	215
598	151	204	202
927	166	189	180
699	16	107	61
3011	118	116	63
372	177	174	120
907	152	190	48
926	128	154	148
597	112	174	180
3810	83	151	160
3768	93	125	123
906	107	169	32
371	165	151	93
370	160	144	84
307	246	227	17
3770	236	232	211
3772	165	125	95
632	138	98	69
951	237	222	189
444	245	213	0
834	205	190	103
833	187	169	80
3078	237	236	169
945	238	206	166
453	203	199	187
452	187	174	166
3856	239	198	141
727	241	234	132
832	170	149	58
831	140	125	49
726	245	227	83
402	231	169	106
451	151	139	129
3861	167	147	136
3776	207	131	72
725	244	210	78
830	124	112	50
829	112	94	44
3823	236	237	197
301	170	103	48
3860	140	117	103
779	109	87	72
400	141	82	32
745	239	234	162
613	199	197	162
612	173	159	112
744	242	229	129
300	120	78	36
712	232	233	216
739	229	218	178
3855	240	215	136
743	246	216	87
611	137	128	85
610	115	105	67
742	248	190	41
3854	242	179	92
738	217	195	143
437	217	184	121
3853	227	142	57
741	246	151	38
3047	222	217	164
3046	207	196	127
740	245	116	25
3827	234	186	108
436	205	165	104
435	181	135	71
977	222	167	85
973	245	214	2
3045	182	162	101
167	159	132	71
972	243	185	6
976	196	135	51
434	146	106	50
433	117	88	45
3826	178	117	52
971	247	124	27
677	224	217	161
422	208	186	121
970	249	118	53
975	139	91	44
801	108	83	47
898	99	81	47
948	237	225	204
947	233	78	43
3828	184	157	93
869	129	107	55
946	229	75	36
754	238	205	175
938	80	68	43
3371	58	57	38
3771	232	181	143
900	203	68	49
420	156	126	68
728	236	191	60
608	244	70	52
758	228	179	147
543	224	214	189
3864	195	177	144
3778	214	148	120
606	223	45	35
783	206	158	55
782	180	131	43
967	243	200	182
356	193	122	93
3863	163	138	101
3862	137	114	76
3830	182	100	74
3824	246	187	164
781	169	123	44
780	151	104	44
3341	247	170	144
355	158	79	57
842	208	198	171
841	171	156	125
3777	147	66	52
3340	247	126	91
746	233	235	204
676	226	202	123
3825	245	186	130
3779	235	192	167
840	147	131	96
839	111	94	67
3859	193	141	118
722	246	167	102
729	204	172	88
680	173	142	65
721	239	127	64
3858	143	93	76
838	93	77	53
3790	135	122	90
3857	118	72	51
720	218	98	38
3829	166	134	58
3822	233	212	113
922	224	135	73
3774	230	212	183
3781	107	95	62
3031	82	75	48
950	231	203	175
921	200	112	56
3821	225	196	84
3820	217	182	61
920	175	89	45
3773	205	166	135
05200	255	255	255
1	255	255	255
3064	199	155	118
919	165	79	40
3852	203	162	37
445	240	237	133
918	145	77	45
407	189	151	122
00000	255	255	255
3865	249	250	248
3880	142	73	66
3881	141	163	96
0000	233	233	212
822	227	226	200
3882	101	69	47
3883	221	112	52
644	203	203	172
642	165	163	129
3884	103	110	108
3885	6	66	130
640	146	141	105
3866	227	228	212
3886	108	15	84
3887	98	56	135
3033	220	218	194
3782	191	183	147
3888	106	90	102
3889	240	219	74
3032	167	160	121
3024	203	207	192
3890	59	204	237
3891	6	94	154
3023	178	182	154
3022	150	155	126
3892	245	99	11
3893	203	174	151
3787	113	113	85
3021	89	87	61
3894	143	171	11
3895	136	133	114
3072	213	221	209
648	186	191	173
647	161	168	143
646	135	142	121
645	116	126	101
535	99	107	91
844	94	99	81
159	167	180	205
160	130	144	174
161	102	117	148
168	180	195	193
169	139	154	148
762	217	223	225
415	184	193	197
318	160	167	176
414	127	133	139
317	105	114	117
413	88	99	93
3799	76	84	74
310	44	50	37
